,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro
445,48630,48630,48630,48630,48630,ACIDENTE,-22.4786111111,-44.4816666667,RESENDE,RJ,BRASIL,SDRS,30/05/2013,16:15:00,SIM,FINALIZADA,A-104/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
446,48652,48652,48652,48652,48652,ACIDENTE,-4.2513888889,-38.9516666667,GUARAMIRANGA,CE,BRASIL,SION,30/05/2013,15:00:00,SIM,FINALIZADA,A-103/CENIPA/2013,SIM,2018-09-24,2,1,NÃO,2013,"ATITUDE,COMUNICAÇÃO,CULTURA DO GRUPO DE TRABALHO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO",7,4,3,0,0,0
447,48653,48653,48653,48653,48653,ACIDENTE,-21.7113888889,-54.9088888889,RIO BRILHANTE,MS,BRASIL,****,22/05/2013,09:00:00,SIM,FINALIZADA,A-098/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,2,0,1,0
448,48661,48661,48661,48661,48661,INCIDENTE GRAVE,-23.1047222222,-47.7244444444,TIETÊ,SP,BRASIL,SDET,25/05/2013,13:30:00,SIM,FINALIZADA,IG-102/CENIPA/2013,SIM,2014-03-27,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
449,48727,48727,48727,48727,48727,ACIDENTE,-24.503333,-65.5269444444,TEFÉ,AM,BRASIL,****,14/06/2013,12:10:00,SIM,FINALIZADA,A-113/CENIPA/2013,SIM,2016-06-03,2,1,NÃO,2013,"ATITUDE,CARACTERÍSTICAS DA TAREFA,CLIMA ORGANIZACIONAL,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,LIDERANÇA,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",14,11,2,0,1,0
450,48762,48762,48762,48762,48762,ACIDENTE,-21.893333,-51.884444,PRESIDENTE VENCESLAU,SP,BRASIL,****,01/06/2013,17:35:00,SIM,FINALIZADA,A-106/CENIPA/2013,SIM,2014-04-24,0,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
451,48772,48772,48772,48772,48772,ACIDENTE,-22.1955555556,-49.9269444444,MARÍLIA,SP,BRASIL,SBML,05/06/2013,16:10:00,SIM,ATIVA,A-107/CENIPA/2013,SIM,2019-10-28,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0
452,48791,48791,48791,48791,48791,ACIDENTE,-0.9880555556,-49.9327777778,ANAJÁS,PA,BRASIL,****,08/06/2013,13:30:00,SIM,FINALIZADA,A-111/CENIPA/2013,SIM,2014-04-07,1,1,NÃO,2013,"INDISCIPLINA DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
453,48795,48795,48795,48795,48795,ACIDENTE,-0.985,-49.9397222222,ANAJÁS,PA,BRASIL,****,09/06/2013,19:10:00,SIM,FINALIZADA,A-112/CENIPA/2013,SIM,2014-03-27,1,1,NÃO,2013,"INDISCIPLINA DE VOO,PLANEJAMENTO GERENCIAL",2,0,2,0,0,0
454,48796,48796,48796,48796,48796,ACIDENTE,-7.4391666667,-70.0252777778,ENVIRA,AM,BRASIL,****,07/06/2013,14:20:00,SIM,FINALIZADA,A-109/CENIPA/2013,SIM,2015-06-15,2,1,NÃO,2013,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,3,0,0,0
455,48797,48797,48797,48797,48797,ACIDENTE,-14.9033333333,-54.2230555556,PRIMAVERA DO LESTE,MT,BRASIL,****,07/06/2013,10:15:00,SIM,FINALIZADA,A-108/CENIPA/2013,SIM,2015-07-07,2,1,SIM,2013,"ATITUDE,CULTURA DO GRUPO DE TRABALHO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0
456,48800,48800,48800,48800,48800,ACIDENTE,-7.6588888889,-35.4775,SÃO VICENTE FERRER,PE,BRASIL,****,06/06/2013,10:20:00,SIM,FINALIZADA,A-110/CENIPA/2013,SIM,2014-04-07,0,1,NÃO,2013,PLANEJAMENTO DE VOO,1,0,1,0,0,0
457,48804,48804,48804,48804,48804,INCIDENTE GRAVE,-28.7188888889,53.5522222222,CRUZ ALTA,RS,BRASIL,SSAK,08/05/2013,15:50:00,,FINALIZADA,IG-092/CENIPA/2013,SIM,2014-03-28,0,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
458,48876,48876,48876,48876,48876,ACIDENTE,-20.7544444444,-51.6838888889,TRÊS LAGOAS,MS,BRASIL,SSTL,24/06/2013,13:45:00,SIM,FINALIZADA,A-116/CENIPA/2013,SIM,2016-03-18,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
459,48878,48878,48878,48878,48878,INCIDENTE GRAVE,-21.4102777778,-50.0319444444,PENÁPOLIS,SP,BRASIL,SDPN,25/06/2013,12:30:00,SIM,FINALIZADA,IG-118/CENIPA/2013,SIM,2014-06-02,0,1,SIM,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
460,48879,48879,48879,48879,48879,INCIDENTE GRAVE,-1.4119444444,-48.4588888889,BELÉM,PA,BRASIL,SBJC,26/06/2013,12:45:00,SIM,FINALIZADA,IG-120/CENIPA/2013,SIM,2014-06-16,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
461,48881,48881,48881,48881,48881,INCIDENTE GRAVE,-22.2427777778,-43.7136111111,VALENÇA,RJ,BRASIL,SDVL,26/06/2013,09:30:00,SIM,FINALIZADA,IG-119/CENIPA/2013,SIM,2014-03-17,0,1,SIM,2013,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
462,49053,49053,49053,49053,49053,ACIDENTE,-15.9327777778,-48.8172222222,CORUMBÁ DE GOIÁS,GO,BRASIL,****,04/07/2013,14:30:00,SIM,FINALIZADA,A-123/CENIPA/2013,SIM,2014-04-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO",3,0,3,0,0,0
463,49113,49113,49113,49113,49113,INCIDENTE GRAVE,-20.0108333333,-43.9666666667,NOVA LIMA,MG,BRASIL,****,15/06/2013,12:00:00,SIM,FINALIZADA,IG-129/CENIPA/2013,SIM,2014-06-16,4,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0
464,49116,49116,49116,49116,49116,ACIDENTE,-3.0358333333,-60.0522222222,MANAUS,AM,BRASIL,SBEG,16/07/2013,10:22:00,SIM,FINALIZADA,A-131/CENIPA/2013,SIM,2016-04-22,1,1,SIM,2013,"APLICAÇÃO DE COMANDOS,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INFLUÊNCIAS EXTERNAS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE TRÁFEGO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,PUBLICAÇÕES (ATS)",11,6,5,0,0,0
465,49117,49117,49117,49117,49117,INCIDENTE GRAVE,-16.628056,-49.345556,GOIÂNIA,GO,BRASIL,SWNV,06/07/2013,15:25:00,SIM,FINALIZADA,IG-126/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
466,49118,49118,49118,49118,49118,ACIDENTE,-10.4908333333,-49.655,PIUM,TO,BRASIL,****,25/07/2013,18:50:00,SIM,FINALIZADA,A-134/CENIPA/2013,SIM,2014-06-02,0,1,NÃO,2013,"INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
467,49119,49119,49119,49119,49119,ACIDENTE,-14.6619444444,-57.4438888889,TANGARÁ DA SERRA,MT,BRASIL,SWTS,19/07/2013,20:30:00,SIM,FINALIZADA,A-133/CENIPA/2013,SIM,2014-05-29,1,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM",3,0,2,0,1,0
468,49121,49121,49121,49121,49121,ACIDENTE,-15.556111,Longitude: -47.,FORMOSA,GO,BRASIL,SWFR,06/07/2013,16:35:00,SIM,FINALIZADA,A-125/CENIPA/2013,SIM,2014-04-24,0,1,NÃO,2013,POUCA EXPERIÊNCIA DO PILOTO,1,0,1,0,0,0
469,49122,49122,49122,49122,49122,ACIDENTE,-30.0502777778,-51.4436111111,ELDORADO DO SUL,RS,BRASIL,SIXE,09/07/2013,14:32:00,SIM,FINALIZADA,A-128/CENIPA/2013,SIM,2014-04-07,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
470,49123,49123,49123,49123,49123,ACIDENTE,-25.4266666667,-49.2177777778,CURITIBA,PR,BRASIL,****,05/07/2013,15:10:00,SIM,FINALIZADA,A-124/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
471,49125,49125,49125,49125,49125,ACIDENTE,-20.3827777778,-49.2205555556,ICÉM,SP,BRASIL,****,07/07/2013,15:30:00,SIM,FINALIZADA,A-127/CENIPA/2013,SIM,2015-06-15,1,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
472,49152,49152,49152,49152,49152,ACIDENTE,-21.7930555556,-43.3855555556,JUIZ DE FORA,MG,BRASIL,SBJF,27/07/2013,13:20:00,SIM,FINALIZADA,A-138/CENIPA/2013,SIM,2015-02-09,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0
473,49156,49156,49156,49156,49156,ACIDENTE,-24.8075,-49.9602777778,CASTRO,PR,BRASIL,SSQT,26/07/2013,18:25:00,,FINALIZADA,A-137/CENIPA/2013,NÃO,,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
474,49157,49157,49157,49157,49157,INCIDENTE GRAVE,-27.66,-52.2761111111,ERECHIM,RS,BRASIL,SSER,28/06/2013,15:25:00,SIM,FINALIZADA,IG-121/CENIPA/2013,SIM,2014-02-27,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
475,49194,49194,49194,49194,49194,ACIDENTE,-23.7236111111,-46.7463888889,SÃO PAULO,SP,BRASIL,****,31/07/2013,20:15:00,SIM,FINALIZADA,A-139/CENIPA/2013,SIM,2014-04-22,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0
476,49237,49237,49237,49237,49237,ACIDENTE,-3.0308333333,-47.3433333333,PARAGOMINAS,PA,BRASIL,****,04/08/2013,22:30:00,SIM,FINALIZADA,A-141/CENIPA/2013,SIM,2015-03-20,2,1,NÃO,2013,"ATITUDE,DESORIENTAÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",5,3,2,0,0,0
477,49451,49451,49451,49451,49451,ACIDENTE,-16.2622222222,-47.965,LUZIÂNIA,GO,BRASIL,SWUZ,15/08/2013,11:00:00,SIM,FINALIZADA,A-146/CENIPA/2013,SIM,2014-06-16,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
478,49454,49454,49454,49454,49454,ACIDENTE,-23.5177777778,-46.6552777778,SÃO PAULO,SP,BRASIL,SBMT,21/08/2013,13:40:00,SIM,ATIVA,A-149/CENIPA/2013,SIM,2019-06-28,5,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,OUTRO FATOR",2,0,1,0,0,1
479,49472,49472,49472,49472,49472,ACIDENTE,-27.1663888889,-48.6225,PORTO BELO,SC,BRASIL,SDEN,21/08/2013,14:45:00,SIM,FINALIZADA,A-150/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,0,3,0,1,0
480,49473,49473,49473,49473,49473,ACIDENTE,-16.6513888889,-49.3738888889,GOIÂNIA,GO,BRASIL,****,19/08/2013,19:00:00,SIM,FINALIZADA,A-148/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2013,"ESQUECIMENTO DO PILOTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
481,49474,49474,49474,49474,49474,ACIDENTE,-6.7119444444,-32.9919444444,ÁGUAS INTERNACIONAIS,***,BRASIL,****,02/09/2013,02:54:00,SIM,ATIVA,A-158/CENIPA/2013,SIM,2018-05-10,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,OUTRO FATOR",3,0,1,0,1,1
482,49475,49475,49475,49475,49475,ACIDENTE,-23.3302777778,-51.1366666667,LONDRINA,PR,BRASIL,SBLO,07/08/2013,16:15:00,,FINALIZADA,A-144/CENIPA/2013,NÃO,,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
483,49494,49494,49494,49494,49494,INCIDENTE GRAVE,-22.9791666667,-46.5375,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,26/08/2013,18:00:00,SIM,FINALIZADA,IG-152/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
484,49513,49513,49513,49513,49513,INCIDENTE GRAVE,-6.7547222222,-35.6544444444,BANANEIRAS,PB,BRASIL,****,06/08/2013,09:45:00,SIM,FINALIZADA,IG-143/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2013,"MANUSEIO DO MATERIAL,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,2,1,0,0
485,49591,49591,49591,49591,49591,ACIDENTE,-18.581667,-46.321389,PATOS DE MINAS,MG,BRASIL,****,22/08/2013,14:26:00,SIM,FINALIZADA,A-151/CENIPA/2013,SIM,2015-03-06,0,1,NÃO,2013,PLANEJAMENTO DE VOO,1,0,1,0,0,0
486,49592,49592,49592,49592,49592,ACIDENTE,-23.1875,-54.4383333333,IGUATEMI,MS,BRASIL,****,29/08/2013,20:00:00,SIM,FINALIZADA,A-153/CENIPA/2013,SIM,2014-08-15,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
487,49593,49593,49593,49593,49593,ACIDENTE,-3.6625,-44.5380555556,MATÕES DO NORTE,MA,BRASIL,****,30/08/2013,15:55:00,SIM,ATIVA,A-154/CENIPA/2013,SIM,2019-04-08,3,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,1,3,0,0,0
488,49611,49611,49611,49611,49611,ACIDENTE,-1.4361111111,-48.4305555556,BELÉM,PA,BRASIL,****,03/09/2013,17:45:00,SIM,FINALIZADA,A-160/CENIPA/2013,SIM,2015-07-21,1,1,NÃO,2013,"ESTRESSE,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",3,1,2,0,0,0
489,49612,49612,49612,49612,49612,ACIDENTE,-28.3213888889,-52.8155555556,CARAZINHO,RS,BRASIL,SSKZ,05/09/2013,20:20:00,SIM,FINALIZADA,A-161/CNIPA/2013,SIM,2014-03-28,0,1,NÃO,2013,POUCA EXPERIÊNCIA DO PILOTO,1,0,1,0,0,0
490,49615,49615,49615,49615,49615,ACIDENTE,-15.8991666667,-52.2416666667,ARAGARÇAS,GO,BRASIL,SJVO,15/09/2013,18:00:00,SIM,FINALIZADA,A-165/CENIPA/2013,SIM,2014-03-27,0,1,NÃO,2013,INDISCIPLINA DE VOO,1,0,1,0,0,0
491,49616,49616,49616,49616,49616,ACIDENTE,-17.7311111111,-48.6208333333,CALDAS NOVAS,GO,BRASIL,****,20/09/2013,13:31:00,SIM,FINALIZADA,A-168/CENIPA/2013,SIM,2017-02-08,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,ATENÇÃO,ATITUDE,ESTADO EMOCIONAL,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",11,7,4,0,0,0
492,49618,49618,49618,49618,49618,INCIDENTE GRAVE,-16.6319444444,-49.2208333333,GOIÂNIA,GO,BRASIL,SBGO,31/08/2013,12:21:00,SIM,FINALIZADA,IG-157/CENIPA/2013,SIM,2016-07-22,4,1,NÃO,2013,"ATENÇÃO,ATITUDE,COMUNICAÇÃO,DINÂMICA DE EQUIPE,MANUSEIO DO MATERIAL,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,OUTRO FATOR,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",12,8,2,1,0,1
493,49619,49619,49619,49619,49619,INCIDENTE GRAVE,-28.3211111111,-52.8208333333,CARAZINHO,RS,BRASIL,SSKZ,31/08/2013,15:10:00,SIM,FINALIZADA,IG-156/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
494,49620,49620,49620,49620,49620,INCIDENTE GRAVE,-18.8836111111,-43.2252777778,UBERLÂNDIA,MG,BRASIL,SBUL,08/09/2013,18:00:00,SIM,FINALIZADA,IG-162/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
495,49651,49651,49651,49651,49651,ACIDENTE,-22.9180555556,-42.8288888889,MARICÁ,RJ,BRASIL,SDMC,11/09/2013,17:10:00,,ATIVA,A-163/CENIPA/2013,SIM,2018-09-24,1,1,NÃO,2013,"CULTURA ORGANIZACIONAL,MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,2,2,0,0,0
496,49671,49671,49671,49671,49671,ACIDENTE,-15.4458333333,-47.6191666667,PLANALTINA,GO,BRASIL,****,21/09/2013,13:30:00,,FINALIZADA,A-169/CENIPA/2013,SIM,2016-06-03,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
497,49673,49673,49673,49673,49673,INCIDENTE GRAVE,-23.4777777778,-52.0230555556,MARINGÁ,PR,BRASIL,SBMG,13/09/2013,13:15:00,SIM,FINALIZADA,IG-164/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
498,49691,49691,49691,49691,49691,INCIDENTE GRAVE,-5.0605555556,-42.8244444444,TERESINA,PI,BRASIL,SBTE,26/09/2013,14:15:00,SIM,FINALIZADA,IG-171/CENIPA/2013,SIM,2014-03-17,1,1,NÃO,2013,"ESQUECIMENTO DO PILOTO,INFRAESTRUTURA AEROPORTUÁRIA",2,0,2,0,0,0
499,49692,49692,49692,49692,49692,INCIDENTE,-26.832778,-49.093611,BLUMENAU,SC,BRASIL,SSBL,18/09/2013,14:01:00,SIM,FINALIZADA,A DEFINIR,SIM,2019-10-28,1,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
500,49751,49751,49751,49751,49751,ACIDENTE,-15.678611,-55.960000,CUIABÁ,MT,BRASIL,SJCY,18/09/2013,11:30:00,SIM,FINALIZADA,A-167/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
501,49795,49795,49795,49795,49795,ACIDENTE,-1.9536111111,-44.9983333333,SERRANO DO MARANHÃO,MA,BRASIL,****,29/09/2013,11:15:00,SIM,FINALIZADA,A-172/CENIPA/2013,SIM,2014-07-21,0,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
502,49796,49796,49796,49796,49796,ACIDENTE,-20.7744444444,-38.3225,SANTO ANTÔNIO DO ARACANGUÁ,SP,BRASIL,****,29/09/2013,17:00:00,,FINALIZADA,A-173/CENIPA/2013,SIM,2014-06-02,0,1,NÃO,2013,INDISCIPLINA DE VOO,1,0,1,0,0,0
503,49797,49797,49797,49797,49797,INCIDENTE GRAVE,-12.9086111111,-38.3225,SALVADOR,BA,BRASIL,SBSV,06/10/2013,13:45:00,SIM,FINALIZADA,IG-177/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
504,49798,49798,49798,49798,49798,INCIDENTE GRAVE,-20.5055555556,-54.5247222222,CAMPO GRANDE,MS,BRASIL,SSKG,02/10/2013,20:00:00,SIM,FINALIZADA,IG-174/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
505,49814,49814,49814,49814,49814,INCIDENTE GRAVE,-20.738611,Longitude: -43.,CONSELHEIRO LAFAIETE,MG,BRASIL,SNKF,16/09/2013,17:02:00,SIM,FINALIZADA,IG-166/CENIPA/2013,SIM,2015-02-09,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
506,49876,49876,49876,49876,49876,ACIDENTE,-16.500556,-49.432778,SANTA RITA DO TRIVELATO,MT,BRASIL,****,03/10/2013,18:09:00,SIM,ATIVA,A-175/CENIPA/2013,SIM,2017-08-01,1,1,NÃO,2013,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
507,49878,49878,49878,49878,49878,ACIDENTE,-25.3669444444,-49.0977777778,QUATRO BARRAS,PR,BRASIL,****,11/10/2013,18:53:00,SIM,FINALIZADA,A-180/CENIPA/2013,SIM,2014-08-15,1,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
508,49880,49880,49880,49880,49880,ACIDENTE,-11.7716666667,-44.3172222222,COTEGIPE,BA,BRASIL,****,12/10/2013,18:40:00,,ATIVA,A-183/CENIPA/2013,SIM,2018-09-24,7,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",3,1,2,0,0,0
509,49882,49882,49882,49882,49882,ACIDENTE,-22.4172222222,-47.5541666667,RIO CLARO,SP,BRASIL,SDRK,14/10/2013,15:30:00,SIM,FINALIZADA,A-185/CENIPA/2013,SIM,2014-03-24,1,1,NÃO,2013,"INDISCIPLINA DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
510,49892,49892,49892,49892,49892,ACIDENTE,-21.3644444444,-49.7594444444,PROMISSÃO,SP,BRASIL,****,14/10/2013,20:10:00,SIM,FINALIZADA,A-186/CENIPA/2013,SIM,2014-03-28,1,1,NÃO,2013,"INDISCIPLINA DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
511,49931,49931,49931,49931,49931,INCIDENTE GRAVE,-16.3738888889,-49.2041666667,GOIÂNIA,GO,BRASIL,SWNV,09/10/2013,16:30:00,SIM,FINALIZADA,IG-178/CENIPA/2013,SIM,2016-06-03,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
512,49932,49932,49932,49932,49932,INCIDENTE GRAVE,-28.2505555556,-52.5166666667,PASSO FUNDO,RS,BRASIL,SSAQ,10/10/2013,18:07:00,SIM,FINALIZADA,IG-179/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
513,49933,49933,49933,49933,49933,INCIDENTE GRAVE,-20.340000,-41.135000,VENDA NOVA DO IMIGRANTE,ES,BRASIL,****,12/10/2013,18:00:00,SIM,FINALIZADA,IG-184/CENIPA/2013,SIM,2014-06-02,0,1,NÃO,2013,INDISCIPLINA DE VOO,1,0,1,0,0,0
514,49934,49934,49934,49934,49934,INCIDENTE GRAVE,-21.588889,-45.473333,VARGINHA,MG,BRASIL,SBVG,12/10/2013,12:25:00,SIM,FINALIZADA,IG-182/CENIPA/2013,SIM,2015-02-09,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0
515,50053,50053,50053,50053,50053,ACIDENTE,-20.4911111111,-54.4730555556,CAMPO GRANDE,MS,BRASIL,SSAY,20/10/2013,18:40:00,SIM,FINALIZADA,A-189/CENIPA/2013,SIM,2014-10-14,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,PLANEJAMENTO DE VOO",3,0,3,0,0,0
516,50091,50091,50091,50091,50091,ACIDENTE,-18.6819444444,-55.9486111111,CORUMBÁ,MS,BRASIL,****,19/10/2013,11:05:00,SIM,FINALIZADA,A-188CENIPA2013,SIM,2016-11-11,0,1,NÃO,2013,"ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESORIENTAÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",10,5,4,0,1,0
517,50095,50095,50095,50095,50095,INCIDENTE GRAVE,***,***,ITAPIPOCA,CE,BRASIL,****,15/10/2013,14:30:00,SIM,ATIVA,IG-187/CENIPA/2013,SIM,2018-09-04,2,1,NÃO,2013,"INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,1,2,0,0,0
