,Unnamed: 0,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
442,440,47966,47966,47966,47966,47966,ACIDENTE,-17.9455555556,-51.7933333333,JATAÍ,GO,BRASIL,****,03/05/2013,14:37:00,,FINALIZADA,A-089/CENIPA/2013,SIM,2015-04-24,2,1,NÃO,2013,"INDISCIPLINA DE VOO,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1
443,441,47981,47981,47981,47981,47981,ACIDENTE,-13.3130555556,-58.0419444444,CAMPO NOVO DO PARECIS,MT,BRASIL,****,30/04/2013,21:32:00,,FINALIZADA,A-084/CENIPA/2013,SIM,2014-10-08,2,1,NÃO,2013,"ATENÇÃO,ATITUDE,DESORIENTAÇÃO,ESTADO EMOCIONAL,ESTRESSE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PROCESSO DECISÓRIO",9,7,2,0,0,0,PARTICULAR,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,1.0,2012.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1
444,442,48055,48055,48055,48055,48055,INCIDENTE GRAVE,-23.3302777778,-51.1366666667,LONDRINA,PR,BRASIL,SBLO,08/05/2013,17:30:00,,FINALIZADA,IG-093/CENIPA/2013,SIM,2014-02-27,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
445,443,48429,48429,48429,48429,48429,ACIDENTE,-25.3925,-54.4097222222,SANTA TEREZINHA DE ITAIPU,PR,BRASIL,****,22/05/2013,19:30:00,SIM,ATIVA,A-099/CENIPA/2013,SIM,2019-05-16,0,1,NÃO,2013,"ATITUDE,MEMÓRIA",2,2,0,0,0,0,***,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,4.0,1978.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
446,444,48438,48438,48438,48438,48438,ACIDENTE,-23.5069444444,-46.6341666667,SÃO PAULO,SP,BRASIL,SBMT,18/05/2013,19:39:00,SIM,FINALIZADA,A-097/CENIPA/2013,SIM,2014-06-03,1,1,SIM,2013,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",7,0,7,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,500,C500,JATO,BIMOTOR,7.0,1972.0,BRASIL,BRASIL,PARTICULAR,SOROCABA,CAMPO DE MARTE,POUSO,PRIVADA,SUBSTANCIAL,0
447,445,48630,48630,48630,48630,48630,ACIDENTE,-22.4786111111,-44.4816666667,RESENDE,RJ,BRASIL,SDRS,30/05/2013,16:15:00,SIM,FINALIZADA,A-104/CENIPA/2013,SIM,2014-06-16,0,1,NÃO,2013,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-22-135,PA22,PISTÃO,MONOMOTOR,4.0,1954.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,0
448,446,48652,48652,48652,48652,48652,ACIDENTE,-4.2513888889,-38.9516666667,GUARAMIRANGA,CE,BRASIL,SION,30/05/2013,15:00:00,SIM,FINALIZADA,A-103/CENIPA/2013,SIM,2018-09-24,2,1,NÃO,2013,"ATITUDE,COMUNICAÇÃO,CULTURA DO GRUPO DE TRABALHO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO",7,4,3,0,0,0,***,HELICÓPTERO,EUROCOPTER FRANCE,EC 130 B4,EC30,TURBOEIXO,MONOMOTOR,7.0,2003.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,TIBAGI,OUTRA FASE,PRIVADA,SUBSTANCIAL,0
449,447,48653,48653,48653,48653,48653,ACIDENTE,-21.7113888889,-54.9088888889,RIO BRILHANTE,MS,BRASIL,****,22/05/2013,09:00:00,SIM,FINALIZADA,A-098/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,2,0,1,0,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1977.0,BRASIL,BRASIL,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
450,448,48661,48661,48661,48661,48661,INCIDENTE GRAVE,-23.1047222222,-47.7244444444,TIETÊ,SP,BRASIL,SDET,25/05/2013,13:30:00,SIM,FINALIZADA,IG-102/CENIPA/2013,SIM,2014-03-27,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,TIETÊ,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
451,449,48727,48727,48727,48727,48727,ACIDENTE,-24.503333,-65.5269444444,TEFÉ,AM,BRASIL,****,14/06/2013,12:10:00,SIM,FINALIZADA,A-113/CENIPA/2013,SIM,2016-06-03,2,1,NÃO,2013,"ATITUDE,CARACTERÍSTICAS DA TAREFA,CLIMA ORGANIZACIONAL,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,LIDERANÇA,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",14,11,2,0,1,0,PARTICULAR,HELICÓPTERO,BELL HELICOPTER,212,B212,TURBOEIXO,BIMOTOR,15.0,1971.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
452,450,48762,48762,48762,48762,48762,ACIDENTE,-21.893333,-51.884444,PRESIDENTE VENCESLAU,SP,BRASIL,****,01/06/2013,17:35:00,SIM,FINALIZADA,A-106/CENIPA/2013,SIM,2014-04-24,0,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,6.0,1969.0,BRASIL,BRASIL,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,CAMPO GRANDE,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
453,451,48772,48772,48772,48772,48772,ACIDENTE,-22.1955555556,-49.9269444444,MARÍLIA,SP,BRASIL,SBML,05/06/2013,16:10:00,SIM,ATIVA,A-107/CENIPA/2013,SIM,2019-10-28,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1985.0,BRASIL,BRASIL,PARTICULAR,MARCELO PIRES HALZHAUSEN,FRANK MILOYE MILENKOVICH,POUSO,PRIVADA,SUBSTANCIAL,0
454,452,48791,48791,48791,48791,48791,ACIDENTE,-0.9880555556,-49.9327777778,ANAJÁS,PA,BRASIL,****,08/06/2013,13:30:00,SIM,FINALIZADA,A-111/CENIPA/2013,SIM,2014-04-07,1,1,NÃO,2013,"INDISCIPLINA DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,4.0,1976.0,BRASIL,BRASIL,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FAZENDA SANTO AMBRÓSIO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
455,453,48795,48795,48795,48795,48795,ACIDENTE,-0.985,-49.9397222222,ANAJÁS,PA,BRASIL,****,09/06/2013,19:10:00,SIM,FINALIZADA,A-112/CENIPA/2013,SIM,2014-03-27,1,1,NÃO,2013,"INDISCIPLINA DE VOO,PLANEJAMENTO GERENCIAL",2,0,2,0,0,0,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-32-300,PA32,PISTÃO,MONOMOTOR,7.0,1979.0,BRASIL,BRASIL,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,FAZENDA SANTO AMBRÓSIO,VOO A BAIXA ALTURA,TÁXI AÉREO,SUBSTANCIAL,0
456,454,48796,48796,48796,48796,48796,ACIDENTE,-7.4391666667,-70.0252777778,ENVIRA,AM,BRASIL,****,07/06/2013,14:20:00,SIM,FINALIZADA,A-109/CENIPA/2013,SIM,2015-06-15,2,1,NÃO,2013,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,3,0,0,0,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,7.0,1978.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,EIRUNEPÉ,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
457,455,48797,48797,48797,48797,48797,ACIDENTE,-14.9033333333,-54.2230555556,PRIMAVERA DO LESTE,MT,BRASIL,****,07/06/2013,10:15:00,SIM,FINALIZADA,A-108/CENIPA/2013,SIM,2015-07-07,2,1,SIM,2013,"ATITUDE,CULTURA DO GRUPO DE TRABALHO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0,AGRÍCOLA,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,1.0,2012.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,0
458,456,48800,48800,48800,48800,48800,ACIDENTE,-7.6588888889,-35.4775,SÃO VICENTE FERRER,PE,BRASIL,****,06/06/2013,10:20:00,SIM,FINALIZADA,A-110/CENIPA/2013,SIM,2014-04-07,0,1,NÃO,2013,PLANEJAMENTO DE VOO,1,0,1,0,0,0,AGRÍCOLA,AVIÃO,LAVIASA,PA-25-235,PA25,PISTÃO,MONOMOTOR,1.0,1992.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
459,457,48804,48804,48804,48804,48804,INCIDENTE GRAVE,-28.7188888889,53.5522222222,CRUZ ALTA,RS,BRASIL,SSAK,08/05/2013,15:50:00,,FINALIZADA,IG-092/CENIPA/2013,SIM,2014-03-28,0,1,NÃO,2013,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,PARTICULAR,AVIÃO,MOONEY AIRCRAFT,M20M,M20T,PISTÃO,MONOMOTOR,4.0,1991.0,BRASIL,BRASIL,PARTICULAR,SANTO ÂNGELO,CENTENO,CRUZEIRO,PRIVADA,NENHUM,0
460,458,48876,48876,48876,48876,48876,ACIDENTE,-20.7544444444,-51.6838888889,TRÊS LAGOAS,MS,BRASIL,SSTL,24/06/2013,13:45:00,SIM,FINALIZADA,A-116/CENIPA/2013,SIM,2016-03-18,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1978.0,BRASIL,BRASIL,PARTICULAR,CORONEL AVIADOR CARLOS ORLEANS GUIMARÃES,TRÊS LAGOAS,POUSO,PRIVADA,SUBSTANCIAL,0
461,459,48878,48878,48878,48878,48878,INCIDENTE GRAVE,-21.4102777778,-50.0319444444,PENÁPOLIS,SP,BRASIL,SDPN,25/06/2013,12:30:00,SIM,FINALIZADA,IG-118/CENIPA/2013,SIM,2014-06-02,0,1,SIM,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1981.0,BRASIL,BRASIL,PARTICULAR,ESTADUAL DARIO GUARITA,FORA DE AERODROMO,ARREMETIDA NO SOLO,PRIVADA,SUBSTANCIAL,0
462,460,48879,48879,48879,48879,48879,INCIDENTE GRAVE,-1.4119444444,-48.4588888889,BELÉM,PA,BRASIL,SBJC,26/06/2013,12:45:00,SIM,FINALIZADA,IG-120/CENIPA/2013,SIM,2014-06-16,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1979.0,BRASIL,BRASIL,INSTRUÇÃO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
463,461,48881,48881,48881,48881,48881,INCIDENTE GRAVE,-22.2427777778,-43.7136111111,VALENÇA,RJ,BRASIL,SDVL,26/06/2013,09:30:00,SIM,FINALIZADA,IG-119/CENIPA/2013,SIM,2014-03-17,0,1,SIM,2013,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,4.0,2006.0,BRASIL,BRASIL,PARTICULAR,BAURU,RESENDE,POUSO,PRIVADA,SUBSTANCIAL,0
464,462,49053,49053,49053,49053,49053,ACIDENTE,-15.9327777778,-48.8172222222,CORUMBÁ DE GOIÁS,GO,BRASIL,****,04/07/2013,14:30:00,SIM,FINALIZADA,A-123/CENIPA/2013,SIM,2014-04-16,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO",3,0,3,0,0,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2010.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
465,463,49113,49113,49113,49113,49113,INCIDENTE GRAVE,-20.0108333333,-43.9666666667,NOVA LIMA,MG,BRASIL,****,15/06/2013,12:00:00,SIM,FINALIZADA,IG-129/CENIPA/2013,SIM,2014-06-16,4,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2009.0,BRASIL,BRASIL,PARTICULAR,CARLOS PRATES,HELICENTRO BH,DECOLAGEM,PRIVADA,NENHUM,0
466,464,49116,49116,49116,49116,49116,ACIDENTE,-3.0358333333,-60.0522222222,MANAUS,AM,BRASIL,SBEG,16/07/2013,10:22:00,SIM,FINALIZADA,A-131/CENIPA/2013,SIM,2016-04-22,1,1,SIM,2013,"APLICAÇÃO DE COMANDOS,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INFLUÊNCIAS EXTERNAS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE TRÁFEGO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,PUBLICAÇÕES (ATS)",11,6,5,0,0,0,PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1975.0,BRASIL,BRASIL,PARTICULAR,EDUARDO GOMES,PRAINHA,DECOLAGEM,PRIVADA,DESTRUÍDA,6
467,465,49117,49117,49117,49117,49117,INCIDENTE GRAVE,-16.628056,-49.345556,GOIÂNIA,GO,BRASIL,SWNV,06/07/2013,15:25:00,SIM,FINALIZADA,IG-126/CENIPA/2013,SIM,2014-04-28,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,4.0,1973.0,BRASIL,BRASIL,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,SUBSTANCIAL,0
468,466,49118,49118,49118,49118,49118,ACIDENTE,-10.4908333333,-49.655,PIUM,TO,BRASIL,****,25/07/2013,18:50:00,SIM,FINALIZADA,A-134/CENIPA/2013,SIM,2014-06-02,0,1,NÃO,2013,"INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,AGRÍCOLA,AVIÃO,GIPPSLAND,GA200C,GA20,PISTÃO,MONOMOTOR,2.0,1999.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
469,467,49119,49119,49119,49119,49119,ACIDENTE,-14.6619444444,-57.4438888889,TANGARÁ DA SERRA,MT,BRASIL,SWTS,19/07/2013,20:30:00,SIM,FINALIZADA,A-133/CENIPA/2013,SIM,2014-05-29,1,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM",3,0,2,0,1,0,AGRÍCOLA,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,1.0,1999.0,BRASIL,BRASIL,AGRÍCOLA,TANGARÁ DA SERRA,COMANDANTE GASTÃO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
470,468,49121,49121,49121,49121,49121,ACIDENTE,-15.556111,Longitude: -47.,FORMOSA,GO,BRASIL,SWFR,06/07/2013,16:35:00,SIM,FINALIZADA,A-125/CENIPA/2013,SIM,2014-04-24,0,1,NÃO,2013,POUCA EXPERIÊNCIA DO PILOTO,1,0,1,0,0,0,PARTICULAR,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,3.0,1992.0,BRASIL,BRASIL,PARTICULAR,FORMOSA,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
471,469,49122,49122,49122,49122,49122,ACIDENTE,-30.0502777778,-51.4436111111,ELDORADO DO SUL,RS,BRASIL,SIXE,09/07/2013,14:32:00,SIM,FINALIZADA,A-128/CENIPA/2013,SIM,2014-04-07,0,1,NÃO,2013,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-28R-201,P28R,PISTÃO,MONOMOTOR,4.0,1990.0,BRASIL,BRASIL,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,PELOTAS,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
472,470,49123,49123,49123,49123,49123,ACIDENTE,-25.4266666667,-49.2177777778,CURITIBA,PR,BRASIL,****,05/07/2013,15:10:00,SIM,FINALIZADA,A-124/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2013,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1977.0,BRASIL,BRASIL,INSTRUÇÃO,BACACHERI,BLUMENAU,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
473,471,49125,49125,49125,49125,49125,ACIDENTE,-20.3827777778,-49.2205555556,ICÉM,SP,BRASIL,****,07/07/2013,15:30:00,SIM,FINALIZADA,A-127/CENIPA/2013,SIM,2015-06-15,1,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0,PARTICULAR,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,5.0,1970.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,PROFESSOR ERIBERTO MANOEL REINO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
474,472,49152,49152,49152,49152,49152,ACIDENTE,-21.7930555556,-43.3855555556,JUIZ DE FORA,MG,BRASIL,SBJF,27/07/2013,13:20:00,SIM,FINALIZADA,A-138/CENIPA/2013,SIM,2015-02-09,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,4.0,1970.0,BRASIL,BRASIL,INSTRUÇÃO,ITAPERUNA,FRANCISCO DE ASSIS,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
475,473,49156,49156,49156,49156,49156,ACIDENTE,-24.8075,-49.9602777778,CASTRO,PR,BRASIL,SSQT,26/07/2013,18:25:00,,FINALIZADA,A-137/CENIPA/2013,NÃO,,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,BRASIL,INSTRUÇÃO,BACACHERI,BACACHERI,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0
476,474,49157,49157,49157,49157,49157,INCIDENTE GRAVE,-27.66,-52.2761111111,ERECHIM,RS,BRASIL,SSER,28/06/2013,15:25:00,SIM,FINALIZADA,IG-121/CENIPA/2013,SIM,2014-02-27,0,1,NÃO,2013,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,2.0,1960.0,BRASIL,BRASIL,INSTRUÇÃO,ERECHIM,ERECHIM,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
477,475,49194,49194,49194,49194,49194,ACIDENTE,-23.7236111111,-46.7463888889,SÃO PAULO,SP,BRASIL,****,31/07/2013,20:15:00,SIM,FINALIZADA,A-139/CENIPA/2013,SIM,2014-04-22,0,1,NÃO,2013,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,SCHWEIZER,269C-1,H269,PISTÃO,MONOMOTOR,2.0,2007.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,SUBSTANCIAL,0
478,476,49237,49237,49237,49237,49237,ACIDENTE,-3.0308333333,-47.3433333333,PARAGOMINAS,PA,BRASIL,****,04/08/2013,22:30:00,SIM,FINALIZADA,A-141/CENIPA/2013,SIM,2015-03-20,2,1,NÃO,2013,"ATITUDE,DESORIENTAÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",5,3,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,BRASIL,PARTICULAR,FAZENDA NOVA CONCEIÇÃO,AERODROMO DE PARAGOMINAS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,1
479,477,49451,49451,49451,49451,49451,ACIDENTE,-16.2622222222,-47.965,LUZIÂNIA,GO,BRASIL,SWUZ,15/08/2013,11:00:00,SIM,FINALIZADA,A-146/CENIPA/2013,SIM,2014-06-16,0,1,SIM,2013,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,2.0,1978.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
480,478,49454,49454,49454,49454,49454,ACIDENTE,-23.5177777778,-46.6552777778,SÃO PAULO,SP,BRASIL,SBMT,21/08/2013,13:40:00,SIM,ATIVA,A-149/CENIPA/2013,SIM,2019-06-28,5,1,NÃO,2013,"MANUTENÇÃO DE AERONAVE,OUTRO FATOR",2,0,1,0,0,1,***,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,EC20,TURBOEIXO,MONOMOTOR,5.0,2007.0,BRASIL,BRASIL,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,DESCIDA,PRIVADA,SUBSTANCIAL,0
